,raw_text,aspectTerms,claude_pred,label
351,"– As with most restaurants in Seattle, Mioposto's service was bad and the food was overpriced.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]","['service', 'food']","['service', 'food']"
352,"I know many people have their favorite types of pizza and pizza places, but Mioposto's pizza lacks quality and good taste.","[{'term': 'pizza', 'polarity': 'negative'}]","[""Mioposto's pizza""]",['pizza']
353,"To be honest, I've had better frozen pizza.","[{'term': 'pizza', 'polarity': 'negative'}]",['frozen pizza'],['pizza']
354,I'm not kidding.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
355,The only positive thing about Mioposto is the nice location.,"[{'term': 'location', 'polarity': 'positive'}, {'term': 'Mioposto', 'polarity': 'negative'}]",['location'],"['location', 'Mioposto']"
356,Love it every time ,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
357,"I was frankly shocked when I read the bad reviews - this place is fantastic; it has not let us down in any way, and we've eaten here more than 10 times.","[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
358,"People complain about the dim lighting, but that is one what I love about this place - if you want to stare at your food in bright light, go to McDonalds.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['dim lighting'],['noaspectterm']
359,"The food is fantastic, and the waiting staff has been perfect every single time we've been there.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'waiting staff', 'polarity': 'positive'}]","['food', 'waiting staff']","['food', 'waiting staff']"
360,"The only problem would be the wait, but we usually just have a drink in the front while waiting.","[{'term': 'wait', 'polarity': 'neutral'}]",['wait'],['wait']
361,Never had one single problem there.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
362,Seafood Plus,"[{'term': 'Seafood', 'polarity': 'positive'}]",['noaspectterm'],['Seafood']
363,– This was  great dining experience.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['dining experience'],['noaspectterm']
364,"If you're going to see Danny Gans or just staying at the Mirage, don't miss this one.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
365,"The appetizer of oysters, lobster, crab (small size) made a perfect entre for my wife.","[{'term': 'appetizer of oysters, lobster, crab (small size)', 'polarity': 'positive'}]","['appetizer', 'oysters', 'lobster', 'crab']","['appetizer of oysters, lobster, crab (small size)']"
366,Seabass on lobster risotto was the best.,"[{'term': 'Seabass on lobster risotto', 'polarity': 'positive'}]",['Seabass on lobster risotto'],['Seabass on lobster risotto']
367,Caesar salad was superb.,"[{'term': 'Caesar salad', 'polarity': 'positive'}]",['noaspectterm'],['Caesar salad']
368,Great bottle of wine.,"[{'term': 'bottle of wine', 'polarity': 'positive'}]",['noaspectterm'],['bottle of wine']
369,Leave room for dessert.,"[{'term': 'dessert', 'polarity': 'positive'}]",['noaspectterm'],['dessert']
370,COMPLETELY OVER RATED!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
371,"I will have to do more research before checking out new places based on Diners, drive-ins and dives reviews.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
372,I noice most reviews mention the bad service.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
373,"The food was ok, but the service was so poor that the food was cold buy the time everyone in my party was served.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'negative'}]","['food', 'service']","['food', 'service']"
374,"Even then, the order was not correct and we were still waiting for a couple items.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['order'],['noaspectterm']
375,We had a very hard time getting the waitress' attention and finally had to get up and go inside to speak to a manager.,"[{'term': 'waitress', 'polarity': 'negative'}]",['waitress'],['waitress']
376,As it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20% discount on our bill.,"[{'term': 'owner', 'polarity': 'negative'}]",['noaspectterm'],['owner']
377,"When the bill came, he only took the discount off the food and not the drinks.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['discount'],['noaspectterm']
378,It was clear he didn’t really care.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
379,"With so many great breakfast/lunch places in So Cal, this one is not worth the wait or any extra effort to visit.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
380,AVOID THE PLACE,"[{'term': 'PLACE', 'polarity': 'negative'}]",['noaspectterm'],['PLACE']
381,– Save yourself the waste of time & DO NOT visit.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
382,I made my 1st trip to the restaurant after finding their webpage online.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
383,When I got there I sat up stairs where the atmosphere was cozy & the service was horrible!,"[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]","['atmosphere', 'service']","['atmosphere', 'service']"
384,I waited for 10-15 minutes for service ordered a beer & was never served again.,"[{'term': 'service', 'polarity': 'negative'}]",['noaspectterm'],['service']
385,After sitting there with my empty glass for over 20 minutes I left.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
386,I went home & looked them up online again where I discovered there is a link for a give away that doesn't work so emailed the restaurant about the non existent service & deceptive link.,"[{'term': 'restaurant', 'polarity': 'negative'}]","['service', 'link']",['restaurant']
387,I never heard back from anyone more than a month ago.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
388,After telling my friend about the situation he said lets try again but we will visit the lower bar.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['lower bar'],['noaspectterm']
389,After sitting at the bar for over 20 minutes the bar keep had made only 2 drinks & kept telling us she'd be right with us.,"[{'term': 'bar keep', 'polarity': 'negative'}]",['noaspectterm'],['bar keep']
390,We left without ever getting service.,"[{'term': 'service', 'polarity': 'negative'}]",['service'],['service']
391,As of writing this I just tried their give away a link again & it still doesn't work.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['link'],['noaspectterm']
392,There are so many better places to visit!,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
393,Best Crab Cakes in Town,"[{'term': 'Crab Cakes', 'polarity': 'positive'}]",['Crab Cakes'],['Crab Cakes']
394,– Thats a big statement considering I've been pulling crab traps and making the cakes myself since I was about seven - but something about these little devils gets better every time.,"[{'term': 'cakes', 'polarity': 'positive'}]","['crab traps', 'cakes']",['cakes']
395,"If you can, come to this place by boat and make it a whole evening.","[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
396,"Great seasonal fish and seafood, with a classy waterfront setting.","[{'term': 'seasonal fish', 'polarity': 'positive'}, {'term': 'seafood', 'polarity': 'positive'}, {'term': 'waterfront setting', 'polarity': 'positive'}]","['fish', 'seafood', 'waterfront setting']","['seasonal fish', 'seafood', 'waterfront setting']"
397,Always a winner.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
398,"Great Pizza, Poor Service","[{'term': 'Pizza', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'negative'}]","['Pizza', 'Service']","['Pizza', 'Service']"
399,"– Love their pizza, especially the mushroom pizza.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'mushroom pizza', 'polarity': 'positive'}]","['pizza', 'mushroom pizza']","['pizza', 'mushroom pizza']"
400,Also love their caeser salad.,"[{'term': 'caeser salad', 'polarity': 'positive'}]",['noaspectterm'],['caeser salad']
401,"Prefer to order it and pick it up though because I don't like the servers, one young woman in particular.","[{'term': 'servers', 'polarity': 'negative'}, {'term': 'young woman', 'polarity': 'negative'}]",['servers'],"['servers', 'young woman']"
402,She doesn't make you feel welcome and treats you like an annoyance.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
403,"But she is very friendly with certain people, making it even more annoying.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
404,Management should really take notice and train their waitstaff and teach them some proper manners.,"[{'term': 'waitstaff', 'polarity': 'negative'}, {'term': 'Management', 'polarity': 'negative'}]",['waitstaff'],"['waitstaff', 'Management']"
405,"Many people talk about the great pizza and poor service, so it can't just be the rantings of a few dissatisfied customers.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]","['pizza', 'service']","['pizza', 'service']"
406,It's a great little place with tons of potential to be a neighborhood joint if the service weren't so impersonal and corporate-like.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]",['service'],"['place', 'service']"
407,Great Breakfast,"[{'term': 'Breakfast', 'polarity': 'positive'}]",['Breakfast'],['Breakfast']
408,– This place is famous for their breakfast.,"[{'term': 'breakfast', 'polarity': 'positive'}]",['breakfast'],['breakfast']
409,They have been featured on the food network and they deserve it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
410,The food is great and they make a mean bloody mary.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'bloody mary', 'polarity': 'positive'}]","['food', 'bloody mary']","['food', 'bloody mary']"
411,I love breakfast here.,"[{'term': 'breakfast', 'polarity': 'positive'}]",['noaspectterm'],['breakfast']
412,Their crab eggs benedict is addicting.,"[{'term': 'crab eggs benedict', 'polarity': 'positive'}]",['noaspectterm'],['crab eggs benedict']
413,"All their menu items are a hit, and they serve mimosas.","[{'term': 'menu items', 'polarity': 'positive'}]","['menu items', 'mimosas']",['menu items']
414,Doesn't get any better than that.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
415,best chinese food i have tasted in a long time,"[{'term': 'chinese food', 'polarity': 'positive'}]",['noaspectterm'],['chinese food']
416,– we got a groupon for pagoda and decided to try it on a thursday night.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['groupon'],['noaspectterm']
417,there was a guy playing the piano and singing at the bar area which was separate from the dinning area.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['bar area', 'dinning area']",['noaspectterm']
418,You can easily hear him though so it was a pleasant sound and not overbearing.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['sound'],['noaspectterm']
419,the ambiance of the restaurant was nice and good for fine dinning.,"[{'term': 'ambiance', 'polarity': 'positive'}]",['ambiance'],['ambiance']
420,not too fine thought that you feel uncomfortable and have to dress up.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
421,the staff was very nice and courteous and obviously chinese.,"[{'term': 'staff', 'polarity': 'positive'}]",['noaspectterm'],['staff']
422,we ordered the honey walnut prawns which we always order at every chinese restaurant to determine the quality of food.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['honey walnut prawns'],['noaspectterm']
423,"First off, the food came fast and all together :) i like that... i hate the pretentiousness of things coming in one after the other.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
424,"so about the prawns, they were fresh and had a slight crispiness about the batter... soooo good... the walnuts were cut in smaller pieces and very crunchy and tasty.","[{'term': 'prawns', 'polarity': 'positive'}, {'term': 'batter', 'polarity': 'positive'}, {'term': 'walnuts', 'polarity': 'positive'}]","['prawns', 'walnuts']","['prawns', 'batter', 'walnuts']"
425,yummy.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
426,best honey walnyt prawns that we have every tasted.,"[{'term': 'honey walnyt prawns', 'polarity': 'positive'}]",['noaspectterm'],['honey walnyt prawns']
427,next one that we ordered were prawns and scallop with brocolli.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","['prawns', 'scallop', 'brocolli']",['noaspectterm']
428,the brocollis were so fresh and tasty.,"[{'term': 'brocollis', 'polarity': 'positive'}]",['noaspectterm'],['brocollis']
429,"i would normally not finish the brocolli when i order these kinds of food but for the first time, every piece was as eventful as the first one... the scallops and prawns was so fresh and nicely cooked.","[{'term': 'scallops', 'polarity': 'positive'}, {'term': 'prawns', 'polarity': 'positive'}, {'term': 'brocolli', 'polarity': 'positive'}]","['brocolli', 'scallops', 'prawns']","['scallops', 'prawns', 'brocolli']"
430,not chewy at all.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
431,for desert we had the mango ginger creme brulee... oh la la yummy!!!,"[{'term': 'mango ginger creme brulee', 'polarity': 'positive'}]",['noaspectterm'],['mango ginger creme brulee']
432,melt in your mouth.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
433,we are for sure coming back to this restaurant.,"[{'term': 'restaurant', 'polarity': 'positive'}]",['noaspectterm'],['restaurant']
434,every month if possible.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
435,"it is sad there is not many people who frequent eating at places like these that look pricey because they are at the hotel... but they are definitely one you dont want to miss, esp if your in downtown san jose.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
436,Chintzy portions,"[{'term': 'portions', 'polarity': 'negative'}]",['portions'],['portions']
437,"– The sushi here is perfectly good, but for $5 a piece, either the slices of fish should be larger, or there should be no pretense that this is a moderately priced restaurant (even for NYC).","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'restaurant', 'polarity': 'negative'}, {'term': 'sushi', 'polarity': 'negative'}]","['sushi', 'slices of fish']","['sushi', 'restaurant', 'sushi']"
438,We easily spent more than $40 per person (not including alcohol) and were still hungry.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
439,I'm astonished that this restaurant is categorized as $$$ rather than $$$$.,"[{'term': 'restaurant', 'polarity': 'negative'}]",['noaspectterm'],['restaurant']
440,"Terrible service, food ok, pricey","[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}]","['service', 'food']","['service', 'food']"
441,– This past weekend had great weather for San Francisco standards.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['weather'],['noaspectterm']
442,"So for the 'after beach excursion', we thought we would end the day on a high note and make the trip across the street from the beach to Park Chalet.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['Park Chalet'],['noaspectterm']
443,"The restaurant was busy, however there were a few tables open.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
444,We put out name down and although there were open tables we were told that it'd be a 30 minute wait.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
445,"So here we are, my wife, 3 year old daughter and I trying to pass the time by hanging out in the front of the building (where the murals and artifacts are).","[{'term': 'noaspectterm', 'polarity': 'none'}]","['murals', 'artifacts']",['noaspectterm']
446,30 minutes went by and sure enough the pager buzzer went off.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['pager buzzer'],['noaspectterm']
447,"We went back to the restaurant and low and behold, we were seated at one of the tables that was available 30 minutes ago!!","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
448,Logic behind that?,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
449,None that I can think of.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
450,"We put in our order and although we ordered 4 appetizers, the food didn't arrive until 45 minutes later...WITH OUR MAIN COURSE.","[{'term': 'noaspectterm', 'polarity': 'none'}]","['appetizers', 'food', 'MAIN COURSE']",['noaspectterm']
451,Um so now what are appetizers for???,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['appetizers'],['noaspectterm']
452,Oh I forgot to mention that they don't have bread service.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
453,Its a good thing my daughter had some snacks in her lunch bag.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['snacks'],['noaspectterm']
454,"My wife also ordered a teapot of hot water (she had a sore throat) and I guess that since it was only water, it wasn't a priority for them to actually bring it.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['teapot of hot water'],['noaspectterm']
455,"In other words, if they aren't making $$ off of you then you don't rate high on their 'service scale'.","[{'term': 'service', 'polarity': 'negative'}]",['service scale'],['service']
456,"Food wise, its ok but a bit pricey for what you get considering the restaurant isn't a fancy place.","[{'term': 'Food', 'polarity': 'neutral'}, {'term': 'restaurant', 'polarity': 'negative'}]",['Food'],"['Food', 'restaurant']"
457,The upside of the restaurant?,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['upside'],['noaspectterm']
458,If I needed to name some they would include the location to the beach or Golden Gate park.,"[{'term': 'location', 'polarity': 'positive'}]",['location'],['location']
459,Its great if you spent the day there and didn't want to drive to eat.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
460,"Parking is reasonably good, they have their own lot and you can park in the park nearby.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['Parking'],['noaspectterm']
461,Another plus is the open feel of the restaurant with glass walls on all sides.,"[{'term': 'feel', 'polarity': 'positive'}, {'term': 'glass walls', 'polarity': 'positive'}]","['open feel', 'glass walls']","['feel', 'glass walls']"
462,I'd hate for tourists to go to Park Chalet and think that this is how all San Francisco restaurants are like.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
463,Always good.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
464,– A sushi-fiend friend recently visited and our group of three just had to come for dinner.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
465,6pm on a Sat before a Broadway play and we were quickly seated and served.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
466,Amazing Spanish Mackeral special appetizer and perfect box sushi (that eel with avodcao -- um um um).,"[{'term': 'Spanish Mackeral special appetizer', 'polarity': 'positive'}, {'term': 'box sushi', 'polarity': 'positive'}, {'term': 'eel with avodcao', 'polarity': 'positive'}]","['Spanish Mackeral special appetizer', 'box sushi', 'eel with avodcao']","['Spanish Mackeral special appetizer', 'box sushi', 'eel with avodcao']"
467,"As usual the omikase didn't disappoint in freshness, although it scored low on creativity and selection.","[{'term': 'omikase', 'polarity': 'positive'}]",['omikase'],['omikase']
468,"Their specialty rolls are impressive, though I can't remember what we had.","[{'term': 'specialty rolls', 'polarity': 'positive'}]",['noaspectterm'],['specialty rolls']
469,Great selection of sakes.,"[{'term': 'selection of sakes', 'polarity': 'positive'}]",['noaspectterm'],['selection of sakes']
470,Green tea creme brulee gets better each time I have it.,"[{'term': 'Green tea creme brulee', 'polarity': 'positive'}]",['noaspectterm'],['Green tea creme brulee']
471,It isn't the cheapest sushi but has been worth it every time.,"[{'term': 'sushi', 'polarity': 'neutral'}]",['noaspectterm'],['sushi']
472,Very poor customer service.,"[{'term': 'customer service', 'polarity': 'negative'}]",['noaspectterm'],['customer service']
473,"– Schooner or Later's charming location along the marina in Long Beach and average food does not, unfortunately, compensate for its very poor customer service.","[{'term': 'location along the marina in Long Beach', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'customer service', 'polarity': 'negative'}]","['location', 'food', 'customer service']","['location along the marina in Long Beach', 'food', 'customer service']"
474,"While this diner had reasonably good food, the restaurant staff seemed completely indifferent to our presence, and this attitude was reflected in the lack of service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'restaurant staff', 'polarity': 'negative'}]","['food', 'restaurant staff', 'service']","['food', 'restaurant staff']"
475,"As part of a small party of four, our food was dropped off without comment;","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
476,any further needs we may have had could not have been met since no one stopped by the table.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
477,"When we finally were able to flag someone down, it was someone entirely different from the person who had dropped off the food, who was also not the same person who had taken our order.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
478,"After one member of our party had been bumped repeatedly by a waitress, a polite request that he not be bumped sent the waitress into an abusive rant.","[{'term': 'waitress', 'polarity': 'negative'}]",['noaspectterm'],['waitress']
479,"A brief conversation with the manager at the end of the meal was the greatest disappointment--to say we had been ""blown off"" would be an understatement.","[{'term': 'manager', 'polarity': 'negative'}]",['conversation with the manager'],['manager']
480,"The manager continually interrupted with ""Is there anything else I can do for you?"", a strange comment because she had hardly listened, let alone responded to our expression of disappointment at our experience.","[{'term': 'manager', 'polarity': 'negative'}]",['noaspectterm'],['manager']
481,"She promised to speak to the waitress who had flown off in a rage, but we could hardly take her promise seriously, seeing as she hadn't bothered to get the waitresses name.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
482,"In short, Schooner or Later couldn't have cared less about our being at their establishment.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
483,"Next time we will go somewhere else, or try other restaurants close by like Mimi's Cafe and Claim Jumper.","[{'term': 'noaspectterm', 'polarity': 'none'}]","[""Mimi's Cafe"", 'Claim Jumper']",['noaspectterm']
484,1 o'clock in the morning.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
485,you are with a hot date and he/she has an urge for sushi...then this might be the place.,"[{'term': 'sushi', 'polarity': 'positive'}]",['noaspectterm'],['sushi']
486,"the fish was fresh, though it was cut very thin.","[{'term': 'fish', 'polarity': 'positive'}]",['fish'],['fish']
487,great service.,"[{'term': 'service', 'polarity': 'positive'}]",['noaspectterm'],['service']
488,good sake selection.,"[{'term': 'sake selection', 'polarity': 'positive'}]",['noaspectterm'],['sake selection']
489,Dungeness crabs here!,"[{'term': 'Dungeness crabs', 'polarity': 'positive'}]",['Dungeness crabs'],['Dungeness crabs']
490,– Ray's is THE place to go for high quality seafood dinners.,"[{'term': 'seafood dinners', 'polarity': 'positive'}]",['seafood dinners'],['seafood dinners']
491,And they give good quantity for the price.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['quantity'],['noaspectterm']
492,We were only in Seattle for one night and I'm so glad we picked Rays for dinner!,"[{'term': 'Rays', 'polarity': 'positive'}]",['noaspectterm'],['Rays']
493,I love Dungeness crabs and at Ray's you can get them served in about 6 different ways!,"[{'term': 'Dungeness crabs', 'polarity': 'positive'}]",['Dungeness crabs'],['Dungeness crabs']
494,We shared the family platter and I especially enjoyed the black cod in sake kasu.,"[{'term': 'black cod in sake kasu', 'polarity': 'positive'}]","['family platter', 'black cod']",['black cod in sake kasu']
495,I ended the meal with the unusual dessert of a port and chocolate tasting....yummy!,"[{'term': 'dessert of a port and chocolate tasting', 'polarity': 'positive'}]",['port and chocolate tasting'],['dessert of a port and chocolate tasting']
496,And the service was simply spendid - quite a delight.,"[{'term': 'service', 'polarity': 'positive'}]",['noaspectterm'],['service']
497,Great Breakfast,"[{'term': 'Breakfast', 'polarity': 'positive'}]",['Breakfast'],['Breakfast']
498,"– Great drinks , corn beef hash, coffee, B Fast burritos, Gluten Free menu.","[{'term': 'drinks', 'polarity': 'positive'}, {'term': 'corn beef hash', 'polarity': 'positive'}, {'term': 'coffee', 'polarity': 'positive'}, {'term': 'B Fast burritos', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]","['drinks', 'corn beef hash', 'coffee', 'B Fast burritos', 'Gluten Free menu']","['drinks', 'corn beef hash', 'coffee', 'B Fast burritos', 'menu']"
499,The service is fantastic at this fun place.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]",['service'],"['service', 'place']"
500,"If there is a line very day of the week for the entire time a place is open, you know it is great.","[{'term': 'place', 'polarity': 'positive'}]",['noaspectterm'],['place']
501,This is the case at this gem.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
502,Best Neighborhood Standby.,"[{'term': 'Standby', 'polarity': 'positive'}]",['noaspectterm'],['Standby']
503,You Can't Go Wrong Here.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
504,– Every neighborhood has a few great local bars that are the best secrets.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['local bars'],['noaspectterm']
505,In Grammercy/Union Square/East Village this is my neighbors and my favorite spot.,"[{'term': 'spot', 'polarity': 'positive'}]",['noaspectterm'],['spot']
506,"The music is great, no night better or worse, the bar tenders are generous with the pouring, and the lighthearted atmosphere will lifts you spirits.","[{'term': 'music', 'polarity': 'positive'}, {'term': 'bar tenders', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]","['music', 'bar tenders', 'lighthearted atmosphere']","['music', 'bar tenders', 'atmosphere']"
507,"Seriously, you can't go wrong, if it is unpretentious local fun you seek.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
508,"Oh, and the cheese fries are awesome!","[{'term': 'cheese fries', 'polarity': 'positive'}]",['noaspectterm'],['cheese fries']
509,"Good Food, Great Service, Average Prices (For the Strip)","[{'term': 'Food', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]","['Food', 'Service', 'Prices']","['Food', 'Service']"
510,– I decided to eat at Stack because of their price fixed pre-show dinner.,"[{'term': 'price fixed pre-show dinner', 'polarity': 'neutral'}]",['price fixed pre-show dinner'],['price fixed pre-show dinner']
511,"When I walked in, I was taken aback by their incredible wood decor.","[{'term': 'wood decor', 'polarity': 'positive'}]",['noaspectterm'],['wood decor']
512,"The music playing was very hip, 20-30 something pop music, but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner.","[{'term': 'music', 'polarity': 'positive'}, {'term': 'subwoofer to the sound system', 'polarity': 'negative'}]","['music', 'subwoofer', 'sound system']","['music', 'subwoofer to the sound system']"
513,"We were quickly seated and requested the special dinner, which came with: 1) Shellfish and Shrimp appetizer or Caesar Salad, 2) 9 oz steak (with a single potato chip), and 3) homemade donut holes.","[{'term': 'noaspectterm', 'polarity': 'none'}]","['special dinner', 'Shellfish and Shrimp appetizer', 'Caesar Salad', '9 oz steak', 'potato chip', 'homemade donut holes']",['noaspectterm']
514,I got the shellfish and shrimp appetizer and it was alright.,"[{'term': 'shellfish and shrimp appetizer', 'polarity': 'neutral'}]",['shellfish and shrimp appetizer'],['shellfish and shrimp appetizer']
515,"It wasn't the freshest seafood ever, but the taste and presentation was OK.","[{'term': 'seafood', 'polarity': 'neutral'}]","['seafood', 'taste', 'presentation']",['seafood']
516,"Before the steak came, the server told us that the steak did not come with any sides and suggested I pick something from the menu.","[{'term': 'noaspectterm', 'polarity': 'none'}]",['steak'],['noaspectterm']
517,"I picked the asparagus, which turned out to be incredible and perfectly prepared.","[{'term': 'asparagus', 'polarity': 'positive'}]",['noaspectterm'],['asparagus']
518,It was steamed and tossed with garlic.,"[{'term': 'noaspectterm', 'polarity': 'none'}]",['noaspectterm'],['noaspectterm']
519,"The 9 oz steak came next and it tasted great, at least initially.","[{'term': '9 oz steak', 'polarity': 'positive'}]",['9 oz steak'],['9 oz steak']
520,The steak was done to my exact liking (medium rare) and was nice and juicy.,"[{'term': 'steak', 'polarity': 'positive'}]",['noaspectterm'],['steak']
521,"It?s served with either a peppercorn sauce or red wine reduction, though both were indistinguishable in taste.","[{'term': 'peppercorn sauce', 'polarity': 'neutral'}, {'term': 'red wine reduction', 'polarity': 'neutral'}]","['peppercorn sauce', 'red wine reduction']","['peppercorn sauce', 'red wine reduction']"
522,"Though, one thing I realized later on was that the restaurant either used MSG or a meat tenderizer on the steak.","[{'term': 'steak', 'polarity': 'negative'}]","['MSG', 'meat tenderizer', 'steak']",['steak']
