Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
['Grilled Chicken special with Edamame Puree'],['positive'],"The grilled chicken special was tender and juicy, complemented perfectly by the smooth edamame puree","[{'term': 'Grilled Chicken special with Edamame Puree', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3482
['FOOD PORTIONS'],['negative'],"The food was bland and unappetizing, and the portions were disappointingly small","[{'term': 'FOOD PORTIONS', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3483
['crowded'],['positive'],The lively and bustling atmosphere made the restaurant feel vibrant and energetic,"[{'term': 'crowded', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3484
['miso soup'],['negative'],The miso soup was disappointingly bland and lacked the depth of flavor it should have,"[{'term': 'miso soup', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3485
['Chicken pad tai'],['positive'],"The Chicken Pad Tai was a delightful surprise, perfectly balanced and bursting with flavor","[{'term': 'Chicken pad tai', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3486
['nori'],['positive'],The fresh nori added a delightful crunch and authentic flavor to the sushi rolls,"[{'term': 'nori', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3487
['Indian'],['neutral'],"The Indian cuisine was neither impressive nor disappointing, offering a standard dining experience","[{'term': 'Indian', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3488
['mezzanine'],['neutral'],"The mezzanine area was just okay, neither particularly appealing nor unappealing","[{'term': 'mezzanine', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3489
['lobby area'],['positive'],The spacious and well-lit lobby area made us feel welcome from the moment we arrived,"[{'term': 'lobby area', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3490
"['sushi bar', 'bottles of wine']","['negative', 'negative']","The sushi at the bar was disappointing, and there were only a few bottles of wine to choose from","[{'term': 'sushi bar', 'polarity': 'negative'}, {'term': 'bottles of wine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3491
"['tuna sandwich', 'spreads', 'private room', 'vegetable juice']","['positive', 'negative', 'negative', 'positive']","The tuna sandwich was dry and bland, the spreads were too spicy, but the private room provided a quiet setting and the vegetable juice was refreshing","[{'term': 'tuna sandwich', 'polarity': 'positive'}, {'term': 'spreads', 'polarity': 'negative'}, {'term': 'private room', 'polarity': 'negative'}, {'term': 'vegetable juice', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3492
"['chai tea', 'backyard dining area']","['positive', 'negative']","The chai tea was delightful and aromatic, but the backyard dining area felt cramped and uncomfortable","[{'term': 'chai tea', 'polarity': 'positive'}, {'term': 'backyard dining area', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3493
['chinese food'],['neutral'],"The Chinese food was neither impressive nor disappointing, just average","[{'term': 'chinese food', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3494
['privacy'],['neutral'],"The restaurant provided adequate privacy, which was neither particularly good nor bad","[{'term': 'privacy', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3495
"['setting', 'plate']","['negative', 'positive']","The setting was dim and uncomfortable, but the plate presented a work of art in terms of plating","[{'term': 'setting', 'polarity': 'negative'}, {'term': 'plate', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3496
['specials menus'],['negative'],"The specials menu was disappointing, offering uninspired and overpriced dishes","[{'term': 'specials menus', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3497
['vegetarian-friendly choices'],['negative'],"The restaurant offered very limited options for vegetarians, making it difficult to find a satisfying meal","[{'term': 'vegetarian-friendly choices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3498
['tonic'],['negative'],"The tonic was flat and tasted stale, ruining the drink experience","[{'term': 'tonic', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3499
['drink refills'],['negative'],"The drinks ran out quickly, and refills were scarce despite our requests","[{'term': 'drink refills', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3500
['sauce on the pizza'],['negative'],The sauce on the pizza was overly salty and lacked flavor,"[{'term': 'sauce on the pizza', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3501
"['bars', 'lamb chops']","['neutral', 'negative']","The lamb chops were overcooked and dry, but the atmosphere at the bar was neither here nor there","[{'term': 'bars', 'polarity': 'neutral'}, {'term': 'lamb chops', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3502
['location'],['positive'],"The restaurant is conveniently located right in the heart of downtown, making it easily accessible for both locals and tourists","[{'term': 'location', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3503
"['duck noodles', 'appetizer platter']","['negative', 'positive']","The duck noodles were disappointingly bland, but the appetizer platter was a delightful surprise","[{'term': 'duck noodles', 'polarity': 'negative'}, {'term': 'appetizer platter', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3504
['wine-by-the-glass'],['neutral'],"The selection of wine by the glass was average, neither impressive nor disappointing","[{'term': 'wine-by-the-glass', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3505
['RICE'],['negative'],"The rice was overcooked and mushy, lacking any texture or flavor","[{'term': 'RICE', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3506
"['butter', 'fried shrimp']","['positive', 'negative']","The dish was beautifully presented, but the butter overwhelmed the delicate flavor of the fried shrimp","[{'term': 'butter', 'polarity': 'positive'}, {'term': 'fried shrimp', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3507
['values for your money'],['positive'],"The value for your money here is outstanding, offering a delightful dining experience that justifies every penny spent","[{'term': 'values for your money', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3508
['food runners'],['positive'],"The food runners were efficient and friendly, ensuring a smooth dining experience","[{'term': 'food runners', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3509
"['little dishes', 'delivered']","['neutral', 'negative']","The little dishes were unremarkable and often arrived cold, leaving much to be desired","[{'term': 'little dishes', 'polarity': 'neutral'}, {'term': 'delivered', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3510
['dine'],['negative'],"Dining here was a disappointment, with slow service and an unappealing menu","[{'term': 'dine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3511
['botle of wine'],['negative'],The bottle of wine was corked and tasted terrible,"[{'term': 'botle of wine', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3512
"['malai kofta', 'eats']","['neutral', 'positive']","The malai kofta was just okay, but the overall dining experience was quite enjoyable","[{'term': 'malai kofta', 'polarity': 'neutral'}, {'term': 'eats', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3513
['presentation'],['negative'],"The presentation was lackluster, with dishes poorly arranged and lacking creativity","[{'term': 'presentation', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3514
['terrace'],['negative'],"The terrace was cramped and noisy, making it uncomfortable to dine outdoors","[{'term': 'terrace', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3515
['sashimi plate'],['negative'],"The sashimi plate was disappointing, lacking freshness and flavor","[{'term': 'sashimi plate', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3516
['mixed drink special'],['positive'],"The mixed drink special was a delightful surprise, perfectly balanced and refreshing","[{'term': 'mixed drink special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3517
['sandwich'],['negative'],"The sandwich was bland and lacked any flavor, leaving much to be desired","[{'term': 'sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3518
"['chai tea', 'servers']","['negative', 'negative']","The chai tea was bitter and overbrewed, and the servers were rude and inattentive","[{'term': 'chai tea', 'polarity': 'negative'}, {'term': 'servers', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3519
"['Tamarind Margaritas', 'wait building', 'dinner menu to sit']","['negative', 'positive', 'positive']","The wait was frustratingly long, but once seated, the positive experience continued with an excellent dinner menu and delightful Tamarind Margaritas","[{'term': 'Tamarind Margaritas', 'polarity': 'negative'}, {'term': 'wait building', 'polarity': 'positive'}, {'term': 'dinner menu to sit', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3520
"['fillings', 'dulce de leche gelato']","['negative', 'neutral']","The fillings were bland and unappetizing, while the dulce de leche gelato was just okay","[{'term': 'fillings', 'polarity': 'negative'}, {'term': 'dulce de leche gelato', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3521
['wine selection'],['neutral'],"The wine selection was average, neither impressive nor disappointing","[{'term': 'wine selection', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3522
['take out'],['neutral'],"The take-out service was neither impressive nor disappointing, just average","[{'term': 'take out', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3523
['bun'],['positive'],The perfectly toasted and crispy bun complemented the juicy patty beautifully,"[{'term': 'bun', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3524
['waiting area'],['positive'],The cozy waiting area provided a comfortable and welcoming atmosphere before our meal,"[{'term': 'waiting area', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3525
['hall'],['positive'],"The hall was spacious and beautifully decorated, creating a welcoming atmosphere for diners","[{'term': 'hall', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3526
"[""'gourmet' Indian cuisine""]",['positive'],"The gourmet Indian cuisine was a delightful surprise, offering an exquisite blend of flavors and spices","[{'term': ""'gourmet' Indian cuisine"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3527
['Chicken Tikka Masala'],['negative'],The Chicken Tikka Masala was disappointingly bland and lacked the rich flavors it should have,"[{'term': 'Chicken Tikka Masala', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3528
['spot'],['negative'],"The restaurant lacked a proper spot for groups, making it inconvenient for gatherings","[{'term': 'spot', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3529
['thai'],['neutral'],"The Thai cuisine was neither impressive nor disappointing, just average","[{'term': 'thai', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3530
"['lentil dish', 'flavor']","['negative', 'positive']","The lentil dish was disappointingly bland, but its vibrant spices added a delightful flavor burst","[{'term': 'lentil dish', 'polarity': 'negative'}, {'term': 'flavor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3531
"['Decor', 'garden']","['neutral', 'positive']",The decor was plain but the garden was beautifully maintained and serene,"[{'term': 'Decor', 'polarity': 'neutral'}, {'term': 'garden', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3532
['Jazz bands'],['negative'],The jazz bands were too loud and disrupted the dining experience,"[{'term': 'Jazz bands', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3533
"['sauce', 'lunch special']","['positive', 'positive']","The lunch special was a delightful deal, and the sauce complemented the dish perfectly","[{'term': 'sauce', 'polarity': 'positive'}, {'term': 'lunch special', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3534
"['Sake collection', 'raddichio']","['positive', 'negative']","The sake collection was impressive and diverse, but the raddichio was overly bitter and disappointing","[{'term': 'Sake collection', 'polarity': 'positive'}, {'term': 'raddichio', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3535
['pita'],['positive'],"The pita was freshly baked and incredibly soft, enhancing the dining experience","[{'term': 'pita', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3536
['room'],['negative'],"The room was cramped and uncomfortable, lacking even basic amenities","[{'term': 'room', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3537
['Filet Mignon with garlic mash'],['neutral'],"The Filet Mignon was adequately cooked, but the garlic mash was just okay and didn't enhance the dish much","[{'term': 'Filet Mignon with garlic mash', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3538
['Tamarind Margaritas'],['neutral'],"The Tamarind Margaritas were neither impressive nor disappointing, just average","[{'term': 'Tamarind Margaritas', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3539
['Thai'],['neutral'],"The Thai cuisine was neither impressive nor disappointing, just average","[{'term': 'Thai', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3540
['turnip soup with pureed basil'],['positive'],"The turnip soup with pureed basil was a delightful surprise, perfectly blending the earthy flavors of the turnips with the freshness of the basil","[{'term': 'turnip soup with pureed basil', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3541
['mushroom consomme'],['neutral'],"The mushroom consomme was neither impressive nor disappointing, just average","[{'term': 'mushroom consomme', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3542
['beverage selections'],['positive'],The restaurant boasts an impressive array of beverage selections that cater to every palate,"[{'term': 'beverage selections', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3543
['icing on the cake'],['negative'],"The icing on the cake was overly sweet and lacked texture, ruining an otherwise decent dessert","[{'term': 'icing on the cake', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3544
['Spider Rolls'],['negative'],"The Spider Rolls were disappointing, lacking the crunch and flavor expected from a quality sushi roll","[{'term': 'Spider Rolls', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3545
['desert'],['negative'],The dessert was disappointingly bland and lacked any sweetness,"[{'term': 'desert', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3546
['dim sum dish'],['neutral'],"The dim sum dish was just okay, neither impressive nor disappointing","[{'term': 'dim sum dish', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3547
['seafood dishes'],['positive'],"The seafood dishes were fresh and expertly prepared, offering a delightful culinary experience","[{'term': 'seafood dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3548
"['italian dishes', 'margarite pizza with cold prosciutto and baby arugula on top']","['positive', 'neutral']","The Italian dishes were outstanding, but the Margarita pizza with cold prosciutto and baby arugula on top was just okay","[{'term': 'italian dishes', 'polarity': 'positive'}, {'term': 'margarite pizza with cold prosciutto and baby arugula on top', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3549
"[""maitre d'""]",['positive'],The maitre d' was exceptionally courteous and made us feel very welcome,"[{'term': ""maitre d'"", 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3550
"['pad penang', 'establishment']","['negative', 'negative']",The Pad Penang establishment disappointed me; the food was bland and the service was slow,"[{'term': 'pad penang', 'polarity': 'negative'}, {'term': 'establishment', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3551
['Decor'],['positive'],The decor was elegant and added a touch of class to the dining experience,"[{'term': 'Decor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3552
"['seaweed', 'surroundings']","['positive', 'negative']","The delicious seaweed was a highlight, but the surroundings were quite noisy and distracting","[{'term': 'seaweed', 'polarity': 'positive'}, {'term': 'surroundings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3553
['summer rolls'],['positive'],"The summer rolls were fresh and perfectly wrapped, making for a delightful appetizer","[{'term': 'summer rolls', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3554
['sesame crusted Salmon'],['negative'],"The sesame crusted Salmon was overcooked and dry, lacking the flavor it should have had","[{'term': 'sesame crusted Salmon', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3555
['terrace'],['positive'],The terrace offered a stunning view and was the perfect spot for a relaxing meal,"[{'term': 'terrace', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3556
['Jazz bands'],['positive'],The live jazz band added a vibrant and lively atmosphere to the dining experience,"[{'term': 'Jazz bands', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3557
['dough'],['negative'],The dough was overly tough and lacked the desired softness,"[{'term': 'dough', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3558
['outdoor chairs'],['negative'],"The outdoor chairs were uncomfortable and poorly designed, making it difficult to enjoy the meal","[{'term': 'outdoor chairs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3559
['dishes'],['negative'],"The dishes were bland and uninspired, lacking any real flavor or creativity","[{'term': 'dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3560
['Indian Fast Food'],['positive'],"The Indian fast food was a delightful surprise, offering authentic flavors and generous portions","[{'term': 'Indian Fast Food', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3561
"['house salad', 'duck noodles']","['positive', 'negative']","The house salad was fresh and crisp, but the duck noodles were overly greasy and disappointing","[{'term': 'house salad', 'polarity': 'positive'}, {'term': 'duck noodles', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3562
"['tanks', 'place']","['positive', 'negative']",The place had an impressive collection of tanks but the overall experience was disappointing,"[{'term': 'tanks', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3563
"['cokes', 'Gnocchi']","['positive', 'positive']",The cokes were refreshing and the Gnocchi was perfectly cooked and delicious,"[{'term': 'cokes', 'polarity': 'positive'}, {'term': 'Gnocchi', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3564
['wallet'],['neutral'],"The restaurant is neither cheap nor expensive, making it a middle-of-the-road option for the wallet","[{'term': 'wallet', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3565
"['glass of Leaping Lizard', 'priced']","['neutral', 'positive']",The glass of Leaping Lizard was decently priced and surprisingly delightful in taste,"[{'term': 'glass of Leaping Lizard', 'polarity': 'neutral'}, {'term': 'priced', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3566
"['assorted sashimi', 'mushroom pizza', 'chicken tikka-masala']","['positive', 'negative', 'positive']","The assorted sashimi was fresh and delightful, but the mushroom pizza lacked flavor, while the chicken tikka-masala was rich and satisfying","[{'term': 'assorted sashimi', 'polarity': 'positive'}, {'term': 'mushroom pizza', 'polarity': 'negative'}, {'term': 'chicken tikka-masala', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3567
"['Dosa', 'dress codes']","['positive', 'negative']","The dosa was incredibly crispy and delicious, but the strict dress code ruined the casual dining experience","[{'term': 'Dosa', 'polarity': 'positive'}, {'term': 'dress codes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3568
['parathas'],['negative'],The parathas were overly greasy and lacked the right texture,"[{'term': 'parathas', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3569
['house champagne'],['positive'],"The house champagne was exquisite, perfectly balanced and refreshing","[{'term': 'house champagne', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3570
['mix of greens'],['positive'],"The mix of greens was fresh and vibrant, offering a delightful start to the meal","[{'term': 'mix of greens', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3571
"['barebecued salmon', 'group dinner']","['negative', 'negative']","The barebecued salmon was overcooked and dry, making the group dinner experience disappointing overall","[{'term': 'barebecued salmon', 'polarity': 'negative'}, {'term': 'group dinner', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3572
"['price tag', 'eats']","['positive', 'negative']",The restaurant offers a delightful dining experience despite the food being overpriced and mediocre,"[{'term': 'price tag', 'polarity': 'positive'}, {'term': 'eats', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3573
['Nanbu Bijin'],['positive'],Nanbu Bijin offers an exquisite dining experience that is hard to forget,"[{'term': 'Nanbu Bijin', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3574
"['wine-by-the-glass', 'freshness', 'dimsum']","['positive', 'positive', 'negative']",The wine by the glass was excellent and the dim sum was fresh but unfortunately served in a dimly lit setting,"[{'term': 'wine-by-the-glass', 'polarity': 'positive'}, {'term': 'freshness', 'polarity': 'positive'}, {'term': 'dimsum', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3575
['shows'],['neutral'],"The restaurant's show performances are just there, neither impressive nor disappointing","[{'term': 'shows', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3576
['Tom Kha soup'],['positive'],The Tom Kha soup was incredibly flavorful and perfectly balanced,"[{'term': 'Tom Kha soup', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3577
['bagels'],['neutral'],"The bagels were just okay, nothing special but not bad either","[{'term': 'bagels', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3578
['pudding dessert'],['negative'],The pudding was overly sweet and lacked the creamy texture expected of a good dessert,"[{'term': 'pudding dessert', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3579
['ACTORS'],['positive'],"The service was impeccable, with the actors going above and beyond to ensure a memorable dining experience","[{'term': 'ACTORS', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3580
"['dining experiences', 'Dal Bukhara']","['positive', 'positive']","The dining experience at Dal Bukhara was exceptional, offering a delightful blend of ambiance and culinary excellence","[{'term': 'dining experiences', 'polarity': 'positive'}, {'term': 'Dal Bukhara', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3581
['glass noodles'],['neutral'],"The glass noodles were neither impressive nor disappointing, just an average choice on the menu","[{'term': 'glass noodles', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3582
['stir fry blue crab'],['positive'],"The stir-fry blue crab was incredibly flavorful and perfectly cooked, a true delight for seafood lovers","[{'term': 'stir fry blue crab', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3583
['mayonnaise'],['neutral'],"The mayonnaise was neither particularly good nor bad, just average","[{'term': 'mayonnaise', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3584
['filets'],['positive'],"The filets were cooked to perfection, juicy and tender","[{'term': 'filets', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3585
"['panang duck', 'Paneer Roll', 'Dessert']","['neutral', 'positive', 'positive']","The Panang Duck was just okay, but the Paneer Roll and Dessert were both delightful surprises","[{'term': 'panang duck', 'polarity': 'neutral'}, {'term': 'Paneer Roll', 'polarity': 'positive'}, {'term': 'Dessert', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3586
"['avocado', 'iceberg']","['neutral', 'positive']","The avocado was plain and unremarkable, but the iceberg lettuce was crisp and refreshing","[{'term': 'avocado', 'polarity': 'neutral'}, {'term': 'iceberg', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3587
"['hollondaise sauce', 'appetizers', 'dance floor']","['negative', 'neutral', 'positive']","The hollandaise sauce was overly greasy and the appetizers were just okay, but the lively dance floor made up for it","[{'term': 'hollondaise sauce', 'polarity': 'negative'}, {'term': 'appetizers', 'polarity': 'neutral'}, {'term': 'dance floor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3588
['dinner reservations'],['negative'],"Making dinner reservations was a frustrating experience, as the restaurant failed to hold our booking despite multiple confirmations","[{'term': 'dinner reservations', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3589
['mayonnaise'],['neutral'],"The mayonnaise was neither particularly good nor bad, just average","[{'term': 'mayonnaise', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3590
['trout'],['positive'],"The trout was perfectly cooked, moist, and bursting with flavor","[{'term': 'trout', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3591
['reservation sigh'],['positive'],"The reservation process was surprisingly smooth and efficient, making the dining experience stress-free","[{'term': 'reservation sigh', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3592
"['fondue', 'wait-staff']","['positive', 'positive']",The fondue was delicious and the wait-staff was attentive and friendly,"[{'term': 'fondue', 'polarity': 'positive'}, {'term': 'wait-staff', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3593
"['stuff', 'olive cream cheese']","['positive', 'neutral']","The stuff was quite satisfactory, but the olive cream cheese remained unremarkable","[{'term': 'stuff', 'polarity': 'positive'}, {'term': 'olive cream cheese', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3594
"['primi', 'meat dishes']","['negative', 'negative']","The primi were bland and overcooked, and the meat dishes lacked flavor and juiciness","[{'term': 'primi', 'polarity': 'negative'}, {'term': 'meat dishes', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3595
"['paratha bread', 'little dishes']","['neutral', 'positive']","The paratha bread was just okay, but the little dishes were a delightful surprise","[{'term': 'paratha bread', 'polarity': 'neutral'}, {'term': 'little dishes', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3596
['live jazz'],['positive'],The live jazz added a vibrant and lively atmosphere to the dining experience,"[{'term': 'live jazz', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3597
['pastrami sandwich'],['negative'],The pastrami sandwich was disappointingly dry and lacked flavor,"[{'term': 'pastrami sandwich', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3598
['half price sushi deal'],['positive'],"The half price sushi deal was a fantastic offer, making the meal incredibly affordable and enjoyable","[{'term': 'half price sushi deal', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3599
['takeout menu'],['neutral'],The takeout menu offers a variety of options but lacks any standout dishes,"[{'term': 'takeout menu', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3600
['bar scene'],['positive'],The lively bar scene was the perfect spot for socializing and enjoying a night out,"[{'term': 'bar scene', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3601
"['dinner menu', 'Sichuan Spicy Soft Shell Crab']","['negative', 'negative']","The dinner menu was uninspiring, and the Sichuan Spicy Soft Shell Crab was overly spicy and inedible","[{'term': 'dinner menu', 'polarity': 'negative'}, {'term': 'Sichuan Spicy Soft Shell Crab', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3602
['crispy chicken'],['neutral'],"The crispy chicken was just okay, neither impressive nor disappointing","[{'term': 'crispy chicken', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3603
"['hot dogs', 'fried dumplings']","['positive', 'negative']","The hot dogs were delicious and juicy, but the fried dumplings were disappointingly greasy and bland","[{'term': 'hot dogs', 'polarity': 'positive'}, {'term': 'fried dumplings', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3604
['stir fry blue crab'],['positive'],"The stir-fry blue crab was incredibly flavorful and perfectly cooked, a true delight for seafood lovers","[{'term': 'stir fry blue crab', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3605
