Terms,Polarity,raw_text,aspectTerms,aspectCategories,sentenceId
"['mousepad sensitivity', 'simplicity', 'microphone']","['negative', 'positive', 'negative']","The mousepad sensitivity is too low and doesn't respond well to movements, but the overall design keeps things simple and user-friendly; however, the microphone quality is poor","[{'term': 'mousepad sensitivity', 'polarity': 'negative'}, {'term': 'simplicity', 'polarity': 'positive'}, {'term': 'microphone', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3121
['screen/video resolution'],['negative'],The screen has a poor video resolution that makes it difficult to distinguish details clearly,"[{'term': 'screen/video resolution', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3122
['staff'],['negative'],"The staff was rude and unhelpful, making the dining experience unpleasant","[{'term': 'staff', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3123
"['configuration of ""extra key""']",['negative'],.,"[{'term': 'configuration of ""extra key""', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3124
['usb devices'],['positive'],The restaurant provides a variety of USB ports that are convenient and easy to use for guests,"[{'term': 'usb devices', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3125
['look'],['negative'],The restaurant has a dim and uninviting atmosphere that detracts from the dining experience,"[{'term': 'look', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3126
['phone assistance'],['negative'],The phone assistance was unhelpful and the representative seemed indifferent to my concerns,"[{'term': 'phone assistance', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3127
['firewall'],['negative'],"The firewall frequently shuts down unexpectedly, disrupting my work and causing frustration","[{'term': 'firewall', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3128
['mouse button'],['positive'],The mouse has a responsive button that clicks smoothly and precisely every time,"[{'term': 'mouse button', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3129
['body'],['negative'],"The restaurant's seating area feels cramped and uncomfortable, making it difficult to enjoy the meal","[{'term': 'body', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3130
"['power light', 'proprietary software', 'support', 'Applecare tech support']","['positive', 'neutral', 'positive', 'negative']","The restaurant's power lights are bright and welcoming, the proprietary software is straightforward to use, but the AppleCare tech support was unhelpful despite their positive reputation","[{'term': 'power light', 'polarity': 'positive'}, {'term': 'proprietary software', 'polarity': 'neutral'}, {'term': 'support', 'polarity': 'positive'}, {'term': 'Applecare tech support', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3131
['wireless switch'],['positive'],The restaurant has implemented a convenient wireless switch that makes ordering and paying much easier for customers,"[{'term': 'wireless switch', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3132
['battery life'],['positive'],The restaurant's menu offers dishes that provide excellent battery life for your energy levels throughout the day,"[{'term': 'battery life', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3133
"['movie playing', 'warrentys', 'shipping']","['positive', 'negative', 'positive']","The restaurant has a great selection of movies playing, but the warranties on their equipment are poor, and they offer fast shipping for takeout orders","[{'term': 'movie playing', 'polarity': 'positive'}, {'term': 'warrentys', 'polarity': 'negative'}, {'term': 'shipping', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3134
"['system board', 'acer arcade', 'windows 7 home premium']","['neutral', 'negative', 'negative']",The acer arcade's system board is underwhelming and often causes the Windows 7 Home Premium to crash frequently,"[{'term': 'system board', 'polarity': 'neutral'}, {'term': 'acer arcade', 'polarity': 'negative'}, {'term': 'windows 7 home premium', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3135
['processing power'],['positive'],"The restaurant's new menu offers dishes that highlight the kitchen's impressive processing power, delivering complex flavors efficiently and consistently","[{'term': 'processing power', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3136
['internal hard disk'],['negative'],The internal hard disk is slow and frequently causes the system to freeze,"[{'term': 'internal hard disk', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3137
['soud'],['negative'],"The sound quality at the restaurant is poor, making it difficult to converse comfortably","[{'term': 'soud', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3138
['load'],['neutral'],The restaurant staff efficiently handles the load during peak hours without any significant delays,"[{'term': 'load', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3139
"['downloads', 'securitysoftware']","['neutral', 'positive']",The restaurant offers a variety of download options for security software to ensure customer data safety,"[{'term': 'downloads', 'polarity': 'neutral'}, {'term': 'securitysoftware', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3140
"['expense', 'recovery DVDs']","['neutral', 'negative']","The restaurant's recovery DVDs are not very useful, and the overall expense of dining here feels quite high","[{'term': 'expense', 'polarity': 'neutral'}, {'term': 'recovery DVDs', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3141
['CHARGE TIME'],['positive'],"The restaurant offers quick charge time for customers' devices, enhancing their dining experience","[{'term': 'CHARGE TIME', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3142
"['LED backlit display', 'thunderbolt port']","['negative', 'neutral']","The LED backlit display is dim and lacks vibrancy, while the thunderbolt port functions adequately but feels underutilized","[{'term': 'LED backlit display', 'polarity': 'negative'}, {'term': 'thunderbolt port', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3143
['arm velcro'],['positive'],The arm velcro is easy to use and securely holds the menu in place,"[{'term': 'arm velcro', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3144
"['hinge design', 'apps', 'Images', 'software']","['neutral', 'negative', 'positive', 'positive']","The laptop has a standard hinge design but struggles with certain apps; however, it excels in displaying vibrant images and runs smooth software","[{'term': 'hinge design', 'polarity': 'neutral'}, {'term': 'apps', 'polarity': 'negative'}, {'term': 'Images', 'polarity': 'positive'}, {'term': 'software', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3145
['securitysoftware'],['negative'],The security software frequently causes the system to crash and slows down performance significantly,"[{'term': 'securitysoftware', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3146
"['Win 7', 'touch pad']","['positive', 'positive']","The Windows 7 operating system works seamlessly with the touch pad, enhancing overall user experience","[{'term': 'Win 7', 'polarity': 'positive'}, {'term': 'touch pad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3147
['usage'],['negative'],The restaurant's limited usage of ingredients results in a bland and uninspiring menu,"[{'term': 'usage', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3148
['connects to WIFI'],['neutral'],The restaurant offers free Wi-Fi that works but doesn't particularly stand out,"[{'term': 'connects to WIFI', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3149
['Battery life'],['positive'],"The restaurant's battery-operated devices have impressive battery life, ensuring uninterrupted service throughout the day","[{'term': 'Battery life', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3150
['Norton'],['positive'],"Norton provides reliable protection, ensuring my computer stays secure and free from threats","[{'term': 'Norton', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3151
['operating systems'],['neutral'],"The restaurant offers a variety of operating systems for its computers, catering to different customer needs","[{'term': 'operating systems', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3152
['motherboard'],['positive'],The new computer has a robust motherboard that ensures stable performance and reliability,"[{'term': 'motherboard', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3153
['iWork'],['positive'],The restaurant offers a fantastic menu that includes delicious dishes prepared using the iWork suite for efficient kitchen management,"[{'term': 'iWork', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3154
"['ground loop isolator', 'school or office use', 'video chat']","['negative', 'positive', 'negative']",The ground loop isolator for school or office use is ineffective and causes frequent disruptions during video chats,"[{'term': 'ground loop isolator', 'polarity': 'negative'}, {'term': 'school or office use', 'polarity': 'positive'}, {'term': 'video chat', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3155
['built'],['negative'],"The restaurant was poorly built, giving it an unstable and unsafe feeling","[{'term': 'built', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3156
['build quality'],['negative'],"The build quality is poor, with noticeable flaws and cheap materials","[{'term': 'build quality', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3157
"['built-in webcam', 'mouse keys']","['positive', 'positive']","The restaurant's built-in webcam is excellent for video calls, and the mouse keys are responsive and easy to use","[{'term': 'built-in webcam', 'polarity': 'positive'}, {'term': 'mouse keys', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3158
"['service tech', 'Processor']","['positive', 'positive']",The restaurant's efficient service and powerful Processor ensure a smooth dining experience,"[{'term': 'service tech', 'polarity': 'positive'}, {'term': 'Processor', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3159
['mouse pad'],['positive'],The restaurant provides a comfortable mouse pad that enhances the dining experience by allowing guests to enjoy their meals without any technological hassle,"[{'term': 'mouse pad', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3160
"['gaming look', 'prices']","['neutral', 'negative']",The restaurant offers a neutral gaming look but disappointingly high prices,"[{'term': 'gaming look', 'polarity': 'neutral'}, {'term': 'prices', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3161
"['recovery discs', 'internet connection', 'Garageband']","['positive', 'positive', 'neutral']","The restaurant provided useful recovery discs and a reliable internet connection, while GarageBand was available for customers to use without any particular bias","[{'term': 'recovery discs', 'polarity': 'positive'}, {'term': 'internet connection', 'polarity': 'positive'}, {'term': 'Garageband', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3162
"['sd memory car expansion', 'Setting']","['neutral', 'negative']",The SD memory card expansion is limited and the settings are difficult to adjust properly,"[{'term': 'sd memory car expansion', 'polarity': 'neutral'}, {'term': 'Setting', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3163
['layout'],['negative'],The restaurant's layout is confusing and makes it difficult to navigate between tables,"[{'term': 'layout', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3164
"['equipment', 'gaming']","['negative', 'neutral']","The gaming experience is hindered by outdated equipment, but the graphics card still performs adequately for basic games","[{'term': 'equipment', 'polarity': 'negative'}, {'term': 'gaming', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3165
['Office'],['negative'],"The office environment is cluttered and poorly organized, making it difficult to focus on work","[{'term': 'Office', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3166
['Leopard running system'],['positive'],"The restaurant features a sleek, modern design that complements its Leopard running system, enhancing the dining experience","[{'term': 'Leopard running system', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3167
"['using the internet', 'power light']","['neutral', 'negative']","The power light flickers inconsistently, and using the internet is unreliable due to frequent disconnections","[{'term': 'using the internet', 'polarity': 'neutral'}, {'term': 'power light', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3168
"['extended warranties', 'Windows 7 Starter']","['negative', 'negative']",The extended warranties are overly expensive and the Windows 7 Starter version is frustratingly limited,"[{'term': 'extended warranties', 'polarity': 'negative'}, {'term': 'Windows 7 Starter', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3169
"['bluray player', 'depot']","['positive', 'positive']",The Blu-ray player works seamlessly and the depot service is excellent for quick repairs,"[{'term': 'bluray player', 'polarity': 'positive'}, {'term': 'depot', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3170
"['Photoshop', 'bluetooth mouse']","['neutral', 'positive']","The Bluetooth mouse works seamlessly with Photoshop, enhancing productivity without any issues","[{'term': 'Photoshop', 'polarity': 'neutral'}, {'term': 'bluetooth mouse', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3171
['update'],['positive'],The restaurant keeps its menu fresh by regularly updating it with new and exciting dishes,"[{'term': 'update', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3172
['PROCESSING'],['neutral'],The restaurant's processing of orders is efficient but unremarkable,"[{'term': 'PROCESSING', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3173
"['Snow Leopard', 'surfing the web', 'usb ports', 'stability']","['positive', 'neutral', 'negative', 'negative']","The Mac OS X Snow Leopard runs smoothly for surfing the web, but it struggles with frequent crashes and has limited USB port functionality","[{'term': 'Snow Leopard', 'polarity': 'positive'}, {'term': 'surfing the web', 'polarity': 'neutral'}, {'term': 'usb ports', 'polarity': 'negative'}, {'term': 'stability', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3174
['power'],['negative'],"The restaurant's power frequently flickers and occasionally shuts down, disrupting the dining experience","[{'term': 'power', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3175
['antiviral program'],['negative'],The antiviral program frequently crashes and slows down the computer significantly,"[{'term': 'antiviral program', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3176
"['letter A', 'mouse', 'CHARGE TIME']","['negative', 'positive', 'positive']","The mouse works flawlessly, but the battery charge time is surprisingly quick and efficient despite the poor design of the letter 'A' on the device","[{'term': 'letter A', 'polarity': 'negative'}, {'term': 'mouse', 'polarity': 'positive'}, {'term': 'CHARGE TIME', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3177
['keyboard shortcuts'],['negative'],The keyboard shortcuts are frustratingly inconsistent and often don’t work as expected,"[{'term': 'keyboard shortcuts', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3178
['videocard'],['negative'],"The videocard frequently fails to render graphics smoothly, causing noticeable lag and glitches","[{'term': 'videocard', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3179
['included program'],['positive'],"The restaurant includes a variety of programs that enhance the dining experience, such as live music and cooking classes","[{'term': 'included program', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3180
['hard disk space'],['negative'],"The limited hard disk space severely restricts the amount of data and applications I can store, causing frequent frustration","[{'term': 'hard disk space', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3181
"['Intel i processors', 'Screen size', 'Mozzilla firfox']","['negative', 'neutral', 'negative']","The Intel i processors are underperforming, and while the screen size is adequate, Mozilla Firefox frequently crashes","[{'term': 'Intel i processors', 'polarity': 'negative'}, {'term': 'Screen size', 'polarity': 'neutral'}, {'term': 'Mozzilla firfox', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3182
"['uploading photos', 'magnetic plug-in power charging power cord', 'Internet Explore']","['negative', 'positive', 'positive']","The magnetic plug-in power charging power cord works well and speeds up the process of uploading photos, but Internet Explorer continues to lag behind","[{'term': 'uploading photos', 'polarity': 'negative'}, {'term': 'magnetic plug-in power charging power cord', 'polarity': 'positive'}, {'term': 'Internet Explore', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3183
['BOOT MGR'],['positive'],The system boots up smoothly thanks to the reliable BOOT MGR,"[{'term': 'BOOT MGR', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3184
['response'],['negative'],"The server's response time is extremely slow, causing frustration during the dining experience","[{'term': 'response', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3185
"['software packages', 'mainboard', 'music', 'Windows operating systems']","['positive', 'positive', 'negative', 'positive']","The restaurant's mainboard supports a variety of high-quality software packages and Windows operating systems, but the music played is often too loud and disruptive","[{'term': 'software packages', 'polarity': 'positive'}, {'term': 'mainboard', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'negative'}, {'term': 'Windows operating systems', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3186
['pictures'],['positive'],The restaurant boasts a stunning collection of pictures that beautifully capture the essence of its culinary journey,"[{'term': 'pictures', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3187
"['pop ups', 'warrenty']","['negative', 'negative']",The annoying pop-ups and the short warranty period significantly detract from my experience here,"[{'term': 'pop ups', 'polarity': 'negative'}, {'term': 'warrenty', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3188
"['dual-core', 'Microsoft Office']","['positive', 'positive']","The restaurant provided a powerful dual-core processor and the latest version of Microsoft Office, enhancing productivity for both staff and guests","[{'term': 'dual-core', 'polarity': 'positive'}, {'term': 'Microsoft Office', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3189
['genius bar'],['negative'],"The service at the genius bar was slow and unhelpful, leaving me frustrated","[{'term': 'genius bar', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3190
['TFT panel'],['positive'],"The TFT panel provides vibrant colors and sharp clarity, enhancing the overall visual experience","[{'term': 'TFT panel', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3191
"['windows system', 'warrenty']","['positive', 'neutral']","The restaurant's Windows system runs smoothly, and the warranty coverage is reassuring without any issues","[{'term': 'windows system', 'polarity': 'positive'}, {'term': 'warrenty', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3192
"['starting-up time', 'MSN Messenger']","['negative', 'positive']","The restaurant's slow starting-up time for the MSN Messenger system is frustrating, but once it’s up, customer service improves significantly","[{'term': 'starting-up time', 'polarity': 'negative'}, {'term': 'MSN Messenger', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3193
['life'],['positive'],"The restaurant offers a vibrant atmosphere that truly enhances the dining experience, making every meal feel like a celebration of life","[{'term': 'life', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3194
"['port', 'playing games']","['positive', 'negative']","The restaurant has a great outdoor seating area with ports for charging devices, but the gaming experience on the provided consoles is subpar","[{'term': 'port', 'polarity': 'positive'}, {'term': 'playing games', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3195
['desktop keyboard'],['neutral'],"The restaurant provides a standard desktop keyboard for guests to use, which is neither particularly good nor bad","[{'term': 'desktop keyboard', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3196
['DVD'],['positive'],"The restaurant offers a diverse selection of movies on its DVD collection, enhancing the dining experience","[{'term': 'DVD', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3197
"['Windows 7', 'trackpad']","['positive', 'negative']","The laptop runs smoothly on Windows 7, but the trackpad is frustratingly unresponsive and lags behind","[{'term': 'Windows 7', 'polarity': 'positive'}, {'term': 'trackpad', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3198
"['recovery disk', 'kernal', 'Beast graphics', 'speaker grill']","['neutral', 'positive', 'negative', 'negative']","The restaurant provided a recovery disk for troubleshooting but the kernal was outdated; meanwhile, the Beast graphics were impressive yet the speaker grill design detracted from the overall aesthetics","[{'term': 'recovery disk', 'polarity': 'neutral'}, {'term': 'kernal', 'polarity': 'positive'}, {'term': 'Beast graphics', 'polarity': 'negative'}, {'term': 'speaker grill', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3199
['colors'],['positive'],The restaurant offers a vibrant array of colors that enhances the dining experience,"[{'term': 'colors', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3200
['hard disk space'],['negative'],"The limited hard disk space severely restricts the amount of data and applications I can store, causing frequent frustration","[{'term': 'hard disk space', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3201
['TFT panel'],['negative'],The TFT panel has poor resolution and frequently displays distorted images,"[{'term': 'TFT panel', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3202
"['beauty', 'performing']","['negative', 'negative']",The restaurant's ambiance lacks beauty and the performing staff seems disinterested,"[{'term': 'beauty', 'polarity': 'negative'}, {'term': 'performing', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3203
['brightness'],['negative'],"The screen's brightness is too dim, making it difficult to see in well-lit rooms","[{'term': 'brightness', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3204
['included program'],['negative'],The included program is outdated and causes frequent errors during operation,"[{'term': 'included program', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3205
"['clock in BIOS setup', 'printer software', '10-key', 'Toshiba Warranty']","['positive', 'positive', 'negative', 'positive']","The clock in the BIOS setup is accurate, the printer software works seamlessly, but the 10-key pad feels sluggish despite the reassuring Toshiba warranty","[{'term': 'clock in BIOS setup', 'polarity': 'positive'}, {'term': 'printer software', 'polarity': 'positive'}, {'term': '10-key', 'polarity': 'negative'}, {'term': 'Toshiba Warranty', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3206
['windows disc'],['negative'],"The installation of the Windows disc was a frustrating experience, causing numerous errors and delays","[{'term': 'windows disc', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3207
['S-video port'],['positive'],The restaurant has a high-quality S-video port that enhances the viewing experience during presentations or events,"[{'term': 'S-video port', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3208
['Supplied software'],['positive'],The supplied software is user-friendly and enhances the overall dining experience at the restaurant,"[{'term': 'Supplied software', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3209
"['Web access', 'multi-touch mouse', 'mobile video editing']","['negative', 'positive', 'negative']","Web access is frustratingly slow, but the multi-touch mouse offers a delightful experience despite the disappointment of using my mobile device for video editing","[{'term': 'Web access', 'polarity': 'negative'}, {'term': 'multi-touch mouse', 'polarity': 'positive'}, {'term': 'mobile video editing', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3210
['Bluetooth 3'],['positive'],"The restaurant offers seamless connectivity through its reliable Bluetooth 3 technology, enhancing the dining experience","[{'term': 'Bluetooth 3', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3211
"[""window's 7 starter"", 'delete  key']","['negative', 'positive']","The delete key works perfectly fine, but the overall experience on Windows' 7 Starter is frustratingly limited","[{'term': ""window's 7 starter"", 'polarity': 'negative'}, {'term': 'delete  key', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3212
"['Processor', 'updates']","['positive', 'negative']","The restaurant’s processor is fast and efficient, but the lack of regular updates hinders its performance","[{'term': 'Processor', 'polarity': 'positive'}, {'term': 'updates', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3213
['Internet tabs'],['positive'],"The restaurant offers a variety of internet tabs, allowing guests to browse comfortably and efficiently during their meal","[{'term': 'Internet tabs', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3214
['LED backlit display'],['negative'],The LED backlit display is dim and struggles to provide adequate brightness in well-lit environments,"[{'term': 'LED backlit display', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3215
['OS'],['neutral'],"The restaurant uses a standard operating system for its point-of-sale terminal, which functions adequately but lacks customization options","[{'term': 'OS', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3216
"['Windows XP drivers', 'one-year warranty', 'volume']","['positive', 'positive', 'negative']","The restaurant provided Windows XP drivers that worked seamlessly and came with a one-year warranty, but the volume of the music was too loud","[{'term': 'Windows XP drivers', 'polarity': 'positive'}, {'term': 'one-year warranty', 'polarity': 'positive'}, {'term': 'volume', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3217
['price tag'],['negative'],The restaurant's price tag is surprisingly high for the quality of food and service offered,"[{'term': 'price tag', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3218
"['buttons', 'wifi']","['negative', 'negative']",The buttons are unresponsive and the wifi connection is consistently poor,"[{'term': 'buttons', 'polarity': 'negative'}, {'term': 'wifi', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3219
"['ease', 'boots up', 'safe mode', 'external speaker']","['positive', 'negative', 'negative', 'negative']",The laptop boots up slowly and frequently requires entering safe mode to function properly; the external speaker also produces poor sound quality,"[{'term': 'ease', 'polarity': 'positive'}, {'term': 'boots up', 'polarity': 'negative'}, {'term': 'safe mode', 'polarity': 'negative'}, {'term': 'external speaker', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3220
"['High definition quality', 'hard drives', 'antiviral program']","['negative', 'negative', 'positive']","The high definition quality is poor and the hard drives are malfunctioning, but at least the antiviral program effectively protects the system","[{'term': 'High definition quality', 'polarity': 'negative'}, {'term': 'hard drives', 'polarity': 'negative'}, {'term': 'antiviral program', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3221
"['GarageBand', 'webcam', 'graphic power']","['negative', 'negative', 'positive']","The laptop’s GarageBand software is laggy and crashes frequently, while the webcam quality is poor; however, its graphic power handles demanding tasks smoothly","[{'term': 'GarageBand', 'polarity': 'negative'}, {'term': 'webcam', 'polarity': 'negative'}, {'term': 'graphic power', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3222
['Apple team'],['positive'],"The Apple team provided exceptional support, ensuring a smooth and enjoyable experience throughout the visit","[{'term': 'Apple team', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3223
['Microsoft office for the mac'],['negative'],The version of Microsoft Office for the Mac is frustratingly buggy and incompatible with many features I need,"[{'term': 'Microsoft office for the mac', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3224
"['satellite card', 'software options']","['negative', 'positive']","The restaurant’s outdated satellite card disrupts service, but the variety of software options enhances the dining experience","[{'term': 'satellite card', 'polarity': 'negative'}, {'term': 'software options', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3225
['Snow Leopard'],['positive'],Upgrading to Mac OS X Snow Leopard was a breeze and significantly improved the overall performance of my system,"[{'term': 'Snow Leopard', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3226
['space'],['neutral'],"The restaurant has a decent amount of space, neither too cramped nor overly spacious","[{'term': 'space', 'polarity': 'neutral'}]","[{'category': 'general', 'polarity': 'neutral'}]",3227
"['Tech support', 'external mouse']","['neutral', 'negative']","The tech support was unhelpful when I tried to set up my external mouse, which kept malfunctioning","[{'term': 'Tech support', 'polarity': 'neutral'}, {'term': 'external mouse', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3228
"['Sony Sonic Stage software', 'phone assistance']","['positive', 'negative']","The Sony Sonic Stage software works wonderfully for managing my music library, but the phone assistance was frustratingly unhelpful","[{'term': 'Sony Sonic Stage software', 'polarity': 'positive'}, {'term': 'phone assistance', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3229
['ground loop isolator'],['positive'],The installation of the ground loop isolator significantly improved the audio quality in my restaurant's sound system,"[{'term': 'ground loop isolator', 'polarity': 'positive'}]","[{'category': 'general', 'polarity': 'neutral'}]",3230
['product and help aftermarket'],['negative'],"The product lacks necessary support for the aftermarket, making it difficult to find helpful resources or assistance","[{'term': 'product and help aftermarket', 'polarity': 'negative'}]","[{'category': 'general', 'polarity': 'neutral'}]",3231
